log_id,customer_id,movement_type,success_rate,response_time_ms,session_date,created_at
424,6,point,94.4,76,2025-10-28,2025-10-28 17:23:00
425,6,grasp,99.1,81,2025-10-28,2025-10-28 17:00:00
426,7,rotate,96.4,118,2025-10-28,2025-10-28 14:54:00
427,7,rotate,91.7,77,2025-10-28,2025-10-28 18:47:00
428,7,release,91.7,87,2025-10-28,2025-10-28 14:16:00
429,7,rotate,94.4,123,2025-10-28,2025-10-28 13:36:00
430,8,point,95.1,111,2025-10-28,2025-10-28 11:43:00
431,8,rotate,92.8,122,2025-10-28,2025-10-28 17:07:00
432,8,flex,97.8,123,2025-10-28,2025-10-28 14:25:00
433,4,rotate,91.4,91,2025-10-29,2025-10-29 14:00:00
434,4,grasp,96.7,120,2025-10-29,2025-10-29 12:09:00
435,4,release,96.7,122,2025-10-29,2025-10-29 15:52:00
436,4,rotate,94.3,75,2025-10-29,2025-10-29 19:04:00
437,5,rotate,95.0,91,2025-10-29,2025-10-29 09:00:00
438,5,flex,94.2,106,2025-10-29,2025-10-29 10:00:00
439,6,flex,98.9,115,2025-10-29,2025-10-29 13:05:00
440,6,release,97.4,111,2025-10-29,2025-10-29 08:53:00
441,7,flex,96.0,89,2025-10-29,2025-10-29 13:15:00
442,7,rotate,97.6,83,2025-10-29,2025-10-29 14:03:00
443,7,release,96.0,124,2025-10-29,2025-10-29 19:09:00
444,7,release,94.3,117,2025-10-29,2025-10-29 12:07:00
445,8,rotate,96.8,114,2025-10-29,2025-10-29 11:00:00
446,8,point,95.5,113,2025-10-29,2025-10-29 19:22:00
447,8,point,96.0,96,2025-10-29,2025-10-29 14:36:00
448,4,point,95.4,118,2025-10-30,2025-10-30 14:49:00
449,4,flex,99.4,115,2025-10-30,2025-10-30 16:04:00
450,4,grasp,97.1,76,2025-10-30,2025-10-30 13:53:00
451,4,rotate,94.3,76,2025-10-30,2025-10-30 09:44:00
452,5,grasp,98.5,107,2025-10-30,2025-10-30 11:37:00
453,5,rotate,90.1,79,2025-10-30,2025-10-30 09:52:00
454,5,point,95.9,103,2025-10-30,2025-10-30 14:17:00
455,5,point,97.9,121,2025-10-30,2025-10-30 17:26:00
456,6,grasp,91.9,120,2025-10-30,2025-10-30 11:13:00
457,6,flex,93.1,111,2025-10-30,2025-10-30 09:37:00
458,6,grasp,96.8,77,2025-10-30,2025-10-30 08:20:00
459,6,release,92.4,84,2025-10-30,2025-10-30 12:48:00
460,7,grasp,94.4,78,2025-10-30,2025-10-30 09:19:00
461,7,grasp,99.3,81,2025-10-30,2025-10-30 08:40:00
462,7,flex,97.3,125,2025-10-30,2025-10-30 12:46:00
463,8,release,93.3,75,2025-10-30,2025-10-30 13:47:00
464,8,flex,92.6,107,2025-10-30,2025-10-30 16:19:00
465,4,release,93.6,77,2025-10-31,2025-10-31 12:50:00
466,4,flex,92.9,116,2025-10-31,2025-10-31 19:50:00
467,5,grasp,95.0,75,2025-10-31,2025-10-31 08:59:00
468,5,point,95.5,124,2025-10-31,2025-10-31 10:02:00
469,5,grasp,98.8,79,2025-10-31,2025-10-31 14:20:00
470,6,grasp,90.6,90,2025-10-31,2025-10-31 09:08:00
471,6,point,94.9,112,2025-10-31,2025-10-31 09:09:00
472,6,flex,91.2,106,2025-10-31,2025-10-31 10:05:00
473,6,rotate,91.9,124,2025-10-31,2025-10-31 13:58:00
474,7,point,93.7,82,2025-10-31,2025-10-31 10:31:00
475,7,release,93.4,122,2025-10-31,2025-10-31 10:44:00
476,7,grasp,99.1,92,2025-10-31,2025-10-31 17:03:00
477,8,flex,98.5,120,2025-10-31,2025-10-31 15:27:00
478,8,rotate,93.3,88,2025-10-31,2025-10-31 11:46:00
479,4,grasp,90.7,110,2025-11-01,2025-11-01 12:16:00
480,4,flex,96.3,93,2025-11-01,2025-11-01 14:33:00
481,4,release,96.0,83,2025-11-01,2025-11-01 13:09:00
482,4,point,94.8,82,2025-11-01,2025-11-01 16:13:00
483,5,point,93.4,89,2025-11-01,2025-11-01 11:05:00
484,5,grasp,92.0,95,2025-11-01,2025-11-01 09:24:00
485,6,rotate,99.4,81,2025-11-01,2025-11-01 17:50:00
486,6,point,94.4,75,2025-11-01,2025-11-01 10:07:00
487,7,release,93.1,83,2025-11-01,2025-11-01 08:02:00
488,7,flex,94.9,124,2025-11-01,2025-11-01 16:27:00
489,8,grasp,94.7,115,2025-11-01,2025-11-01 14:17:00
490,8,release,93.9,107,2025-11-01,2025-11-01 10:01:00
491,8,release,90.6,121,2025-11-01,2025-11-01 09:13:00
492,8,point,98.5,109,2025-11-01,2025-11-01 09:56:00
493,4,grasp,96.7,83,2025-11-02,2025-11-02 18:18:00
494,4,rotate,93.4,112,2025-11-02,2025-11-02 14:00:00
495,5,grasp,97.3,121,2025-11-02,2025-11-02 12:09:00
496,5,rotate,91.3,123,2025-11-02,2025-11-02 17:16:00
497,5,point,98.2,82,2025-11-02,2025-11-02 08:03:00
498,6,grasp,96.3,98,2025-11-02,2025-11-02 14:22:00
499,6,rotate,93.8,86,2025-11-02,2025-11-02 11:54:00
500,6,point,92.1,101,2025-11-02,2025-11-02 13:58:00
501,7,release,92.5,92,2025-11-02,2025-11-02 18:13:00
502,7,rotate,92.8,106,2025-11-02,2025-11-02 19:49:00
503,7,grasp,98.1,95,2025-11-02,2025-11-02 09:56:00
504,8,point,95.4,125,2025-11-02,2025-11-02 17:39:00
505,8,point,91.1,109,2025-11-02,2025-11-02 08:48:00
506,8,grasp,96.5,108,2025-11-02,2025-11-02 14:20:00
507,4,point,91.0,119,2025-11-03,2025-11-03 10:07:00
508,4,point,93.5,87,2025-11-03,2025-11-03 17:07:00
509,4,point,96.3,90,2025-11-03,2025-11-03 18:34:00
510,4,release,93.7,104,2025-11-03,2025-11-03 11:47:00
511,5,rotate,91.8,89,2025-11-03,2025-11-03 14:22:00
512,5,flex,92.8,98,2025-11-03,2025-11-03 16:07:00
513,5,flex,98.2,124,2025-11-03,2025-11-03 18:50:00
514,5,point,95.1,87,2025-11-03,2025-11-03 09:54:00
515,6,flex,97.3,102,2025-11-03,2025-11-03 11:32:00
516,6,grasp,90.1,116,2025-11-03,2025-11-03 16:08:00
517,6,rotate,98.2,100,2025-11-03,2025-11-03 17:16:00
518,7,grasp,90.8,103,2025-11-03,2025-11-03 19:36:00
519,7,flex,94.2,111,2025-11-03,2025-11-03 11:55:00
520,7,point,95.7,92,2025-11-03,2025-11-03 18:11:00
521,8,release,95.4,123,2025-11-03,2025-11-03 08:55:00
522,8,grasp,96.3,98,2025-11-03,2025-11-03 13:23:00
523,8,flex,90.1,75,2025-11-03,2025-11-03 11:32:00
524,8,rotate,97.5,93,2025-11-03,2025-11-03 14:57:00
525,4,rotate,96.1,80,2025-11-04,2025-11-04 12:50:00
526,4,release,97.6,102,2025-11-04,2025-11-04 16:21:00
527,4,grasp,97.8,110,2025-11-04,2025-11-04 11:24:00
528,4,release,97.7,119,2025-11-04,2025-11-04 13:03:00
529,5,rotate,90.2,112,2025-11-04,2025-11-04 08:38:00
530,5,grasp,91.6,109,2025-11-04,2025-11-04 12:01:00
531,6,flex,92.3,108,2025-11-04,2025-11-04 13:54:00
532,6,flex,94.7,84,2025-11-04,2025-11-04 14:27:00
533,6,rotate,97.0,99,2025-11-04,2025-11-04 15:22:00
534,6,grasp,91.2,123,2025-11-04,2025-11-04 15:40:00
535,7,grasp,94.6,80,2025-11-04,2025-11-04 14:05:00
536,7,point,90.5,110,2025-11-04,2025-11-04 09:27:00
537,7,release,91.4,114,2025-11-04,2025-11-04 09:59:00
538,8,release,91.8,109,2025-11-04,2025-11-04 19:24:00
539,8,release,96.8,104,2025-11-04,2025-11-04 16:11:00
540,8,flex,98.7,79,2025-11-04,2025-11-04 19:22:00
541,8,flex,92.1,99,2025-11-04,2025-11-04 11:28:00
542,4,grasp,94.9,80,2025-11-05,2025-11-05 16:02:00
543,4,point,91.5,112,2025-11-05,2025-11-05 11:23:00
544,4,point,97.5,118,2025-11-05,2025-11-05 09:45:00
545,5,grasp,96.5,120,2025-11-05,2025-11-05 18:11:00
546,5,point,97.1,75,2025-11-05,2025-11-05 19:27:00
547,5,grasp,93.8,80,2025-11-05,2025-11-05 11:16:00
548,5,flex,94.4,77,2025-11-05,2025-11-05 18:09:00
549,6,release,99.1,82,2025-11-05,2025-11-05 12:19:00
550,6,release,97.1,91,2025-11-05,2025-11-05 12:49:00
551,6,release,90.1,84,2025-11-05,2025-11-05 10:52:00
552,6,flex,96.8,115,2025-11-05,2025-11-05 12:07:00
553,7,grasp,98.3,111,2025-11-05,2025-11-05 18:29:00
554,7,rotate,95.0,86,2025-11-05,2025-11-05 08:01:00
555,7,flex,90.3,112,2025-11-05,2025-11-05 15:46:00
556,7,point,92.3,122,2025-11-05,2025-11-05 19:47:00
557,8,grasp,93.0,109,2025-11-05,2025-11-05 17:30:00
558,8,rotate,97.9,123,2025-11-05,2025-11-05 15:51:00
559,4,release,96.8,116,2025-11-06,2025-11-06 12:21:00
560,4,release,94.1,112,2025-11-06,2025-11-06 13:39:00
561,5,rotate,95.0,122,2025-11-06,2025-11-06 08:42:00
562,5,grasp,92.5,112,2025-11-06,2025-11-06 10:31:00
563,5,rotate,95.5,101,2025-11-06,2025-11-06 11:23:00
564,5,release,92.0,81,2025-11-06,2025-11-06 10:10:00
565,6,release,91.9,118,2025-11-06,2025-11-06 18:01:00
566,6,point,96.0,102,2025-11-06,2025-11-06 08:20:00
567,6,point,98.0,81,2025-11-06,2025-11-06 18:55:00
568,6,point,94.1,85,2025-11-06,2025-11-06 17:30:00
569,7,release,94.9,96,2025-11-06,2025-11-06 12:38:00
570,7,rotate,97.8,96,2025-11-06,2025-11-06 14:34:00
571,7,grasp,91.3,85,2025-11-06,2025-11-06 13:29:00
572,8,flex,99.1,107,2025-11-06,2025-11-06 19:05:00
573,8,grasp,94.0,79,2025-11-06,2025-11-06 08:16:00
574,8,grasp,91.0,120,2025-11-06,2025-11-06 13:43:00
575,4,rotate,92.1,111,2025-11-07,2025-11-07 15:55:00
576,4,point,90.9,113,2025-11-07,2025-11-07 19:17:00
577,4,release,91.8,100,2025-11-07,2025-11-07 14:41:00
578,5,release,97.6,94,2025-11-07,2025-11-07 18:49:00
579,5,release,95.3,82,2025-11-07,2025-11-07 19:07:00
580,5,flex,96.2,121,2025-11-07,2025-11-07 08:49:00
581,6,grasp,96.0,118,2025-11-07,2025-11-07 13:38:00
582,6,release,97.0,80,2025-11-07,2025-11-07 18:46:00
583,6,grasp,93.3,107,2025-11-07,2025-11-07 14:50:00
584,7,point,97.1,105,2025-11-07,2025-11-07 12:43:00
585,7,rotate,92.9,82,2025-11-07,2025-11-07 19:52:00
586,7,release,92.6,121,2025-11-07,2025-11-07 11:59:00
587,7,rotate,96.1,111,2025-11-07,2025-11-07 19:16:00
588,8,release,97.1,109,2025-11-07,2025-11-07 10:13:00
589,8,release,91.6,85,2025-11-07,2025-11-07 11:24:00
590,8,point,96.2,98,2025-11-07,2025-11-07 15:13:00
591,8,release,94.8,78,2025-11-07,2025-11-07 18:19:00
592,4,rotate,98.2,108,2025-11-08,2025-11-08 17:15:00
593,4,grasp,92.4,86,2025-11-08,2025-11-08 19:29:00
594,4,release,91.0,104,2025-11-08,2025-11-08 10:15:00
595,5,grasp,90.2,98,2025-11-08,2025-11-08 16:14:00
596,5,release,99.3,125,2025-11-08,2025-11-08 08:35:00
597,6,point,97.6,106,2025-11-08,2025-11-08 11:47:00
598,6,grasp,98.9,112,2025-11-08,2025-11-08 11:16:00
599,7,grasp,97.9,109,2025-11-08,2025-11-08 08:46:00
600,7,rotate,97.0,97,2025-11-08,2025-11-08 15:26:00
601,7,point,96.1,81,2025-11-08,2025-11-08 17:41:00
602,8,release,95.2,121,2025-11-08,2025-11-08 11:48:00
603,8,release,97.5,91,2025-11-08,2025-11-08 16:35:00
604,8,grasp,98.2,99,2025-11-08,2025-11-08 08:12:00
605,8,release,99.5,118,2025-11-08,2025-11-08 12:08:00
606,4,grasp,96.3,98,2025-11-09,2025-11-09 14:25:00
607,4,grasp,93.5,107,2025-11-09,2025-11-09 10:11:00
608,4,point,91.3,121,2025-11-09,2025-11-09 08:04:00
609,4,rotate,93.2,120,2025-11-09,2025-11-09 19:26:00
610,5,point,92.9,107,2025-11-09,2025-11-09 16:20:00
611,5,flex,94.6,96,2025-11-09,2025-11-09 13:16:00
612,6,flex,98.6,82,2025-11-09,2025-11-09 14:13:00
613,6,grasp,98.2,93,2025-11-09,2025-11-09 19:42:00
614,6,flex,98.4,114,2025-11-09,2025-11-09 13:09:00
615,7,grasp,92.9,117,2025-11-09,2025-11-09 18:37:00
616,7,flex,97.3,92,2025-11-09,2025-11-09 13:01:00
617,7,point,90.2,118,2025-11-09,2025-11-09 15:55:00
618,7,point,92.6,107,2025-11-09,2025-11-09 17:54:00
619,8,rotate,91.1,124,2025-11-09,2025-11-09 09:21:00
620,8,point,95.5,96,2025-11-09,2025-11-09 19:44:00
621,4,grasp,94.6,98,2025-11-10,2025-11-10 09:18:00
622,4,point,97.9,92,2025-11-10,2025-11-10 12:05:00
623,4,grasp,97.8,83,2025-11-10,2025-11-10 15:41:00
624,4,grasp,98.2,97,2025-11-10,2025-11-10 08:30:00
625,5,flex,98.3,115,2025-11-10,2025-11-10 09:20:00
626,5,point,91.2,123,2025-11-10,2025-11-10 17:49:00
627,5,flex,96.3,86,2025-11-10,2025-11-10 08:47:00
628,6,grasp,95.1,122,2025-11-10,2025-11-10 14:38:00
629,6,point,95.2,103,2025-11-10,2025-11-10 14:08:00
630,6,rotate,95.2,108,2025-11-10,2025-11-10 14:19:00
631,6,rotate,92.7,89,2025-11-10,2025-11-10 08:39:00
632,7,grasp,90.7,92,2025-11-10,2025-11-10 09:40:00
633,7,rotate,92.6,92,2025-11-10,2025-11-10 14:38:00
634,8,rotate,93.2,110,2025-11-10,2025-11-10 08:48:00
635,8,release,97.2,124,2025-11-10,2025-11-10 18:08:00
636,8,point,90.7,115,2025-11-10,2025-11-10 08:52:00
637,8,rotate,90.2,82,2025-11-10,2025-11-10 14:33:00
638,4,grasp,98.4,105,2025-11-11,2025-11-11 15:05:00
639,4,release,95.2,119,2025-11-11,2025-11-11 11:44:00
640,5,rotate,94.4,116,2025-11-11,2025-11-11 13:08:00
641,5,release,90.2,81,2025-11-11,2025-11-11 09:41:00
642,5,point,97.4,82,2025-11-11,2025-11-11 18:11:00
643,5,point,90.3,104,2025-11-11,2025-11-11 10:29:00
644,6,grasp,91.9,88,2025-11-11,2025-11-11 17:09:00
645,6,point,98.5,123,2025-11-11,2025-11-11 09:47:00
646,6,point,90.7,112,2025-11-11,2025-11-11 09:58:00
647,6,grasp,98.2,82,2025-11-11,2025-11-11 16:00:00
648,7,point,96.6,94,2025-11-11,2025-11-11 12:32:00
649,7,point,99.4,122,2025-11-11,2025-11-11 09:26:00
650,7,grasp,97.1,119,2025-11-11,2025-11-11 09:16:00
651,8,grasp,92.9,108,2025-11-11,2025-11-11 08:25:00
652,8,point,96.9,78,2025-11-11,2025-11-11 09:45:00
653,8,flex,95.6,84,2025-11-11,2025-11-11 19:37:00
654,4,grasp,90.2,90,2025-11-12,2025-11-12 09:39:00
655,4,grasp,90.2,107,2025-11-12,2025-11-12 12:38:00
656,4,flex,91.1,78,2025-11-12,2025-11-12 12:34:00
657,5,flex,90.5,109,2025-11-12,2025-11-12 17:31:00
658,5,point,97.0,125,2025-11-12,2025-11-12 18:11:00
659,6,release,97.1,117,2025-11-12,2025-11-12 09:47:00
660,6,grasp,95.7,92,2025-11-12,2025-11-12 08:05:00
661,6,release,97.1,87,2025-11-12,2025-11-12 09:32:00
662,6,grasp,97.0,77,2025-11-12,2025-11-12 17:50:00
663,7,rotate,96.0,121,2025-11-12,2025-11-12 12:12:00
664,7,flex,95.0,81,2025-11-12,2025-11-12 15:55:00
665,8,grasp,95.1,81,2025-11-12,2025-11-12 15:32:00
666,8,flex,92.1,124,2025-11-12,2025-11-12 19:01:00
667,4,point,98.8,120,2025-11-13,2025-11-13 13:21:00
668,4,grasp,94.8,86,2025-11-13,2025-11-13 19:17:00
669,4,rotate,98.4,116,2025-11-13,2025-11-13 13:33:00
670,5,grasp,90.9,99,2025-11-13,2025-11-13 11:07:00
671,5,flex,92.4,80,2025-11-13,2025-11-13 15:17:00
672,5,release,96.4,104,2025-11-13,2025-11-13 11:12:00
673,6,rotate,98.2,90,2025-11-13,2025-11-13 12:44:00
674,6,point,98.7,103,2025-11-13,2025-11-13 10:29:00
675,6,grasp,93.3,125,2025-11-13,2025-11-13 10:59:00
676,6,rotate,90.4,76,2025-11-13,2025-11-13 13:00:00
677,7,flex,97.4,81,2025-11-13,2025-11-13 13:20:00
678,7,release,92.4,114,2025-11-13,2025-11-13 09:30:00
679,7,rotate,93.0,97,2025-11-13,2025-11-13 19:18:00
680,7,flex,98.9,100,2025-11-13,2025-11-13 11:41:00
681,8,release,92.9,125,2025-11-13,2025-11-13 09:23:00
682,8,grasp,99.3,106,2025-11-13,2025-11-13 17:43:00
683,4,grasp,95.8,78,2025-11-14,2025-11-14 19:23:00
684,4,point,98.1,84,2025-11-14,2025-11-14 15:42:00
685,4,point,96.7,85,2025-11-14,2025-11-14 10:21:00
686,4,rotate,90.8,81,2025-11-14,2025-11-14 13:14:00
687,5,grasp,93.0,76,2025-11-14,2025-11-14 18:00:00
688,5,flex,95.0,101,2025-11-14,2025-11-14 19:54:00
689,6,point,90.3,97,2025-11-14,2025-11-14 10:49:00
690,6,grasp,98.5,88,2025-11-14,2025-11-14 10:57:00
691,7,point,90.3,80,2025-11-14,2025-11-14 19:31:00
692,7,release,99.3,78,2025-11-14,2025-11-14 14:18:00
693,7,point,91.0,104,2025-11-14,2025-11-14 12:26:00
694,7,release,99.1,87,2025-11-14,2025-11-14 14:56:00
695,8,point,98.2,111,2025-11-14,2025-11-14 18:51:00
696,8,grasp,96.8,114,2025-11-14,2025-11-14 13:16:00
697,4,point,96.7,75,2025-11-15,2025-11-15 15:32:00
698,4,flex,96.9,118,2025-11-15,2025-11-15 11:55:00
699,4,release,94.2,84,2025-11-15,2025-11-15 08:34:00
700,5,point,94.2,99,2025-11-15,2025-11-15 16:44:00
701,5,rotate,93.2,95,2025-11-15,2025-11-15 09:54:00
702,5,point,98.6,78,2025-11-15,2025-11-15 15:31:00
703,5,rotate,91.8,115,2025-11-15,2025-11-15 08:00:00
704,6,grasp,97.1,115,2025-11-15,2025-11-15 12:26:00
705,6,grasp,99.4,107,2025-11-15,2025-11-15 13:33:00
706,6,rotate,97.7,122,2025-11-15,2025-11-15 18:21:00
707,6,point,93.6,76,2025-11-15,2025-11-15 09:27:00
708,7,grasp,91.9,84,2025-11-15,2025-11-15 11:25:00
709,7,rotate,99.1,97,2025-11-15,2025-11-15 16:24:00
710,7,rotate,96.4,116,2025-11-15,2025-11-15 18:20:00
711,7,rotate,98.4,84,2025-11-15,2025-11-15 13:46:00
712,8,point,93.5,110,2025-11-15,2025-11-15 10:28:00
713,8,point,97.3,98,2025-11-15,2025-11-15 14:46:00
714,8,flex,99.1,84,2025-11-15,2025-11-15 17:52:00
715,8,rotate,99.1,79,2025-11-15,2025-11-15 09:34:00
716,4,point,91.5,110,2025-11-16,2025-11-16 08:48:00
717,4,rotate,90.8,85,2025-11-16,2025-11-16 13:46:00
718,4,grasp,90.8,81,2025-11-16,2025-11-16 16:31:00
719,4,flex,98.0,98,2025-11-16,2025-11-16 17:40:00
720,5,point,91.1,116,2025-11-16,2025-11-16 16:04:00
721,5,rotate,90.8,117,2025-11-16,2025-11-16 16:50:00
722,6,release,94.9,122,2025-11-16,2025-11-16 08:17:00
723,6,point,96.9,84,2025-11-16,2025-11-16 13:37:00
724,6,release,97.9,111,2025-11-16,2025-11-16 16:01:00
725,6,rotate,99.3,79,2025-11-16,2025-11-16 16:01:00
726,7,rotate,95.6,116,2025-11-16,2025-11-16 11:02:00
727,7,rotate,98.8,125,2025-11-16,2025-11-16 12:35:00
728,8,rotate,90.8,75,2025-11-16,2025-11-16 12:50:00
729,8,flex,92.4,100,2025-11-16,2025-11-16 12:43:00
730,4,release,91.8,122,2025-11-17,2025-11-17 15:54:00
731,4,release,91.7,84,2025-11-17,2025-11-17 12:21:00
732,5,point,91.5,112,2025-11-17,2025-11-17 15:58:00
733,5,grasp,91.5,89,2025-11-17,2025-11-17 11:32:00
734,5,release,93.6,86,2025-11-17,2025-11-17 10:01:00
735,6,grasp,94.7,86,2025-11-17,2025-11-17 08:31:00
736,6,rotate,91.5,98,2025-11-17,2025-11-17 19:49:00
737,6,release,94.5,81,2025-11-17,2025-11-17 12:41:00
738,6,flex,96.4,119,2025-11-17,2025-11-17 14:33:00
739,7,rotate,93.2,79,2025-11-17,2025-11-17 11:26:00
740,7,flex,91.7,77,2025-11-17,2025-11-17 14:48:00
741,7,rotate,98.9,90,2025-11-17,2025-11-17 17:20:00
742,7,grasp,97.8,78,2025-11-17,2025-11-17 19:32:00
743,8,rotate,95.1,119,2025-11-17,2025-11-17 08:32:00
744,8,release,90.7,76,2025-11-17,2025-11-17 17:05:00
745,4,release,96.4,91,2025-11-18,2025-11-18 12:47:00
746,4,rotate,98.0,124,2025-11-18,2025-11-18 09:34:00
747,4,flex,97.8,82,2025-11-18,2025-11-18 08:52:00
748,4,grasp,98.0,96,2025-11-18,2025-11-18 08:11:00
749,5,flex,90.9,103,2025-11-18,2025-11-18 19:52:00
750,5,release,90.6,110,2025-11-18,2025-11-18 17:24:00
751,5,release,92.0,125,2025-11-18,2025-11-18 14:09:00
752,5,rotate,96.3,111,2025-11-18,2025-11-18 09:19:00
753,6,rotate,96.9,82,2025-11-18,2025-11-18 10:57:00
754,6,point,93.4,93,2025-11-18,2025-11-18 11:32:00
755,6,rotate,93.2,86,2025-11-18,2025-11-18 13:07:00
756,7,release,97.1,109,2025-11-18,2025-11-18 14:18:00
757,7,flex,95.8,108,2025-11-18,2025-11-18 10:54:00
758,8,grasp,92.8,98,2025-11-18,2025-11-18 12:28:00
759,8,grasp,91.3,86,2025-11-18,2025-11-18 12:17:00
760,4,rotate,96.3,119,2025-11-19,2025-11-19 19:21:00
761,4,flex,95.3,110,2025-11-19,2025-11-19 11:27:00
762,4,flex,92.9,110,2025-11-19,2025-11-19 08:05:00
763,5,rotate,93.7,83,2025-11-19,2025-11-19 17:15:00
764,5,release,91.4,94,2025-11-19,2025-11-19 12:01:00
765,5,point,90.4,75,2025-11-19,2025-11-19 09:29:00
766,5,grasp,91.2,116,2025-11-19,2025-11-19 09:44:00
767,6,grasp,94.6,101,2025-11-19,2025-11-19 18:48:00
768,6,release,98.6,106,2025-11-19,2025-11-19 18:39:00
769,6,release,93.7,122,2025-11-19,2025-11-19 09:46:00
770,7,grasp,97.5,92,2025-11-19,2025-11-19 17:41:00
771,7,flex,94.8,94,2025-11-19,2025-11-19 16:50:00
772,7,grasp,99.1,87,2025-11-19,2025-11-19 08:38:00
773,7,flex,93.2,78,2025-11-19,2025-11-19 15:04:00
774,8,rotate,97.9,114,2025-11-19,2025-11-19 09:41:00
775,8,point,91.3,97,2025-11-19,2025-11-19 13:29:00
776,8,flex,90.6,94,2025-11-19,2025-11-19 09:31:00
777,8,point,98.3,104,2025-11-19,2025-11-19 12:06:00
778,4,grasp,97.9,94,2025-11-20,2025-11-20 16:14:00
779,4,point,98.9,108,2025-11-20,2025-11-20 16:36:00
780,4,release,95.0,109,2025-11-20,2025-11-20 15:19:00
781,5,grasp,90.1,121,2025-11-20,2025-11-20 16:29:00
782,5,grasp,96.5,76,2025-11-20,2025-11-20 14:07:00
783,5,point,96.6,87,2025-11-20,2025-11-20 15:56:00
784,6,release,90.5,117,2025-11-20,2025-11-20 18:18:00
785,6,rotate,95.0,119,2025-11-20,2025-11-20 12:21:00
786,6,grasp,99.4,124,2025-11-20,2025-11-20 13:18:00
787,6,rotate,90.5,110,2025-11-20,2025-11-20 14:34:00
788,7,release,96.3,76,2025-11-20,2025-11-20 14:06:00
789,7,rotate,90.4,94,2025-11-20,2025-11-20 12:58:00
790,7,rotate,97.5,82,2025-11-20,2025-11-20 18:29:00
791,8,grasp,92.9,109,2025-11-20,2025-11-20 11:40:00
792,8,rotate,94.7,121,2025-11-20,2025-11-20 12:34:00
793,4,flex,96.2,112,2025-11-21,2025-11-21 08:12:00
794,4,rotate,93.4,93,2025-11-21,2025-11-21 09:30:00
795,4,flex,94.1,82,2025-11-21,2025-11-21 19:59:00
796,4,point,90.1,90,2025-11-21,2025-11-21 10:41:00
797,5,rotate,96.9,83,2025-11-21,2025-11-21 13:59:00
798,5,point,92.2,110,2025-11-21,2025-11-21 08:27:00
799,5,flex,93.1,96,2025-11-21,2025-11-21 17:24:00
800,5,point,98.4,76,2025-11-21,2025-11-21 17:48:00
801,6,point,97.9,120,2025-11-21,2025-11-21 09:58:00
802,6,flex,92.7,92,2025-11-21,2025-11-21 18:54:00
803,7,point,98.0,84,2025-11-21,2025-11-21 10:23:00
804,7,grasp,90.1,105,2025-11-21,2025-11-21 10:50:00
805,8,release,90.0,78,2025-11-21,2025-11-21 17:34:00
806,8,rotate,99.2,92,2025-11-21,2025-11-21 17:07:00
807,8,flex,95.4,76,2025-11-21,2025-11-21 10:42:00
808,8,point,90.4,85,2025-11-21,2025-11-21 18:03:00
809,4,release,94.2,97,2025-11-22,2025-11-22 11:46:00
810,4,rotate,97.4,122,2025-11-22,2025-11-22 16:45:00
811,4,grasp,98.8,80,2025-11-22,2025-11-22 08:07:00
812,4,grasp,92.6,80,2025-11-22,2025-11-22 16:16:00
813,5,point,92.6,110,2025-11-22,2025-11-22 08:36:00
814,5,point,97.8,121,2025-11-22,2025-11-22 08:56:00
815,6,flex,96.5,116,2025-11-22,2025-11-22 17:27:00
816,6,release,96.4,93,2025-11-22,2025-11-22 08:57:00
817,7,point,93.9,112,2025-11-22,2025-11-22 17:27:00
818,7,release,98.9,97,2025-11-22,2025-11-22 11:20:00
819,8,flex,98.8,101,2025-11-22,2025-11-22 08:22:00
820,8,flex,93.6,101,2025-11-22,2025-11-22 14:07:00
821,8,release,90.9,104,2025-11-22,2025-11-22 09:08:00
822,4,flex,97.5,86,2025-11-23,2025-11-23 08:04:00
823,4,rotate,94.7,118,2025-11-23,2025-11-23 16:52:00
824,4,flex,90.4,120,2025-11-23,2025-11-23 17:10:00
825,5,point,91.2,122,2025-11-23,2025-11-23 10:02:00
826,5,rotate,95.3,93,2025-11-23,2025-11-23 14:48:00
827,5,rotate,97.5,105,2025-11-23,2025-11-23 08:38:00
828,6,rotate,97.1,103,2025-11-23,2025-11-23 14:42:00
829,6,grasp,90.4,87,2025-11-23,2025-11-23 13:15:00
830,6,flex,93.0,112,2025-11-23,2025-11-23 09:46:00
831,6,point,95.1,105,2025-11-23,2025-11-23 13:27:00
832,7,grasp,91.0,119,2025-11-23,2025-11-23 09:36:00
833,7,rotate,98.9,99,2025-11-23,2025-11-23 10:35:00
834,7,flex,90.4,77,2025-11-23,2025-11-23 12:35:00
835,7,release,92.8,108,2025-11-23,2025-11-23 15:23:00
836,8,flex,96.1,90,2025-11-23,2025-11-23 13:39:00
837,8,rotate,99.1,95,2025-11-23,2025-11-23 15:51:00
838,4,rotate,98.1,89,2025-11-24,2025-11-24 08:06:00
839,4,release,96.5,120,2025-11-24,2025-11-24 11:50:00
840,4,release,95.0,107,2025-11-24,2025-11-24 11:11:00
841,5,grasp,93.0,84,2025-11-24,2025-11-24 16:32:00
842,5,rotate,97.5,98,2025-11-24,2025-11-24 11:34:00
843,5,release,93.7,88,2025-11-24,2025-11-24 14:03:00
844,6,flex,96.1,109,2025-11-24,2025-11-24 18:47:00
845,6,rotate,94.9,75,2025-11-24,2025-11-24 16:21:00
